x, y
1910, 7.936507936507937
1920.1408450704225, 13.492063492063494
1929.8591549295775, 16.66666666666667
1940, 17.460317460317462
1950, 20.634920634920636
1960.1408450704225, 39.682539682539684
1970, 62.698412698412696
1979.8591549295775, 132.53968253968253
1990, 300
1999.8591549295775, 404.76190476190476
