x, y
1982.406015037594, 720.5240174672489
1987.4436090225563, 982.5327510917031
1992.5563909774437, 1200.8733624454148
1997.593984962406, 1847.1615720524019
1997.593984962406, 1847.1615720524019
2002.5563909774437, 2292.576419213974
2007.6691729323309, 3148.4716157205244
