Taxon,Region,FirstRecord
Singhiella simplex,Europe and Central Asia,2014
Siniperca chuatsi,Asia and the Pacific,1987
Sinningia speciosa,Americas,2000
Sinningia speciosa,Asia and the Pacific,2009
Sinocalanus doerrii,Americas,1950
Sinocorophium alienense,Americas,1973
Sinocorophium heteroceratum,Americas,1986
Sinoflustra annae,Americas,2001
Sinomalus halliana,Asia and the Pacific,1906
Sinomalus sieboldii,Americas,2003
Sinomalus sieboldii,Asia and the Pacific,1906
Sinomalus sieboldii,Europe and Central Asia,1850
Sinomegoura citricola,Americas,2009
Sinomegoura citricola,Asia and the Pacific,1941
Sinosuthora alphonsiana,Asia and the Pacific,1995
Sinosuthora alphonsiana,Europe and Central Asia,1995
Sinosuthora webbiana,Asia and the Pacific,1971
Sinosuthora webbiana,Europe and Central Asia,2007
Sinoxylon anale,Americas,1967
Sinoxylon anale,Asia and the Pacific,1924
Sinoxylon anale,Europe and Central Asia,2006
Sinoxylon ceratoniae,Americas,2002
Sinoxylon senegalense,Europe and Central Asia,1901
Sinoxylon unidentatum,Americas,1996
Sinoxylon unidentatum,Asia and the Pacific,2012
Sipha elegans,Americas,2005
Sipha flava,Europe and Central Asia,1979
Sipha glyceriae,Americas,1909
Sipha maydis,Americas,2007
Siphanta acuta,Americas,1898
Siphanta acuta,Asia and the Pacific,1909
Siphateles bicolor,Americas,1955
Siphonaperta distorqueata,Europe and Central Asia,1996
Siphonaria belcheri,Europe and Central Asia,2001
Siphonaria crenata,Africa,1934
Siphonaria crenata,Europe and Central Asia,1965
Siphonatrophia cupressi,Europe and Central Asia,1999
Siphonia orientalis,Europe and Central Asia,2000
Siphoninus phillyreae,Americas,1994
Siphoninus phillyreae,Asia and the Pacific,1998
Siphonius phillreae,Asia and the Pacific,1995
Sipyloidea sipylus,Americas,1994
Sipyloidea sipylus,Europe and Central Asia,1986
Sirex areolatus,Europe and Central Asia,1995
Sirex cyaneus,Europe and Central Asia,1885
Sirex noctilio,Americas,1980
Sirex noctilio,Asia and the Pacific,1900
Sirpus zariquieyi,Europe and Central Asia,1982
Sison amomum,Asia and the Pacific,1944
Sisymbrium altissimum,Americas,1886
Sisymbrium altissimum,Asia and the Pacific,1869
Sisymbrium altissimum,Europe and Central Asia,1815
Sisymbrium austriacum,Americas,1942
Sisymbrium austriacum,Europe and Central Asia,1858
Sisymbrium erysimoides,Americas,1973
Sisymbrium erysimoides,Asia and the Pacific,1931
Sisymbrium erysimoides,Europe and Central Asia,1886
Sisymbrium irio,Americas,1901
Sisymbrium irio,Asia and the Pacific,1909
Sisymbrium irio,Europe and Central Asia,1700
Sisymbrium loeselii,Americas,1943
Sisymbrium loeselii,Europe and Central Asia,1654
Sisymbrium officinale,Americas,1846
Sisymbrium officinale,Asia and the Pacific,1843
Sisymbrium officinale,Europe and Central Asia,1597
Sisymbrium orientale,Africa,1956
Sisymbrium orientale,Americas,1846
Sisymbrium orientale,Asia and the Pacific,1899
Sisymbrium orientale,Europe and Central Asia,1808
Sisymbrium pallescens,Europe and Central Asia,1999
Sisymbrium polyceratium,Asia and the Pacific,1929
Sisymbrium runcinatum,Europe and Central Asia,1954
Sisymbrium septulatum,Europe and Central Asia,1857
Sisymbrium strictissimum,Europe and Central Asia,1819
Sisymbrium volgense,Europe and Central Asia,1862
Sisyracera inabsconsalis,Americas,1989
Sisyrinchium Blue,Asia and the Pacific,1869
Sisyrinchium angustifolium,Asia and the Pacific,1978
Sisyrinchium angustifolium,Europe and Central Asia,1863
Sisyrinchium atlanticum,Asia and the Pacific,1930
Sisyrinchium bermudiana,Europe and Central Asia,1845
Sisyrinchium californicum,Asia and the Pacific,1972
Sisyrinchium californicum,Europe and Central Asia,1896
Sisyrinchium micranthum,Asia and the Pacific,1868
Sisyrinchium montanum,Europe and Central Asia,1724
Sisyrinchium rosulatum,Americas,1944
Sisyrinchium rosulatum,Europe and Central Asia,2003
Sisyrinchium septentrionale,Europe and Central Asia,1926
Sisyrinchium striatum,Asia and the Pacific,1903
Sisyrinchium striatum,Europe and Central Asia,1922
Sisyrinchium strictum,Americas,1938
Sisyrinchium yellow,Asia and the Pacific,1896
Sitobion alopecuri,Europe and Central Asia,2004
Sitobion anselliae,Americas,1948
Sitobion avenae,Americas,1851
Sitobion fragariae,Americas,1916
Sitobion fragariae,Asia and the Pacific,1969
Sitobion luteum,Americas,1940
Sitobion luteum,Europe and Central Asia,1917
Sitobion miscanthi,Asia and the Pacific,1959
Sitobion phyllanthi,Americas,2003
Sitochroa palealis,Americas,2004
Sitona cylindricollis,Asia and the Pacific,1961
Sitona discoideus,Asia and the Pacific,1974
Sitona flavescens,Asia and the Pacific,1986
Sitona lineatus,Americas,1936
Sitona obsoletus,Asia and the Pacific,1996
Sitophagus hololeptoides,Americas,1975
Sitophilus granarius,Asia and the Pacific,1921
Sitophilus granarius,Europe and Central Asia,1350
Sitophilus linearis,Europe and Central Asia,1954
Sitophilus oryzae,Americas,1964
Sitophilus oryzae,Asia and the Pacific,1937
Sitophilus oryzae,Europe and Central Asia,1866
Sitophilus zeamais,Asia and the Pacific,1971
Sitophilus zeamais,Europe and Central Asia,1927
Sitotroga cerealella,Americas,1728
Sitotroga cerealella,Asia and the Pacific,1908
Sitotroga cerealella,Europe and Central Asia,1790
Sitta frontalis,Asia and the Pacific,1985
Sium latifolium,Americas,1941
Sixalix atropurpurea,Americas,1848
Sixalix atropurpurea,Asia and the Pacific,1868
Sixalix atropurpurea,Europe and Central Asia,1838
Skeletonema subsalsum,Americas,1973
Skeletonema subsalsum,Europe and Central Asia,1964
Skimmia japonica,Asia and the Pacific,1906
Skistodiaptomus pallidus,Americas,1967
Skistodiaptomus pallidus,Europe and Central Asia,2010
Smallanthus sonchifolius,Americas,1985
Smaragdia souverbiana,Europe and Central Asia,1987
Smeringopus pallidus,Americas,1991
Smeringopus pallidus,Asia and the Pacific,1999
Smeringopus pallidus,Europe and Central Asia,1929
Smicronyx albovariegatus,Africa,1974
Smicronyx lutulentus,Asia and the Pacific,1981
Smicronyx roridus,Asia and the Pacific,1968
Smilax aspera,Europe and Central Asia,1990
Smilax excelsa,Europe and Central Asia,1990
Smilax glauca,Asia and the Pacific,1843
Smilax glyciphylla,Asia and the Pacific,1898
Smilax rotundifolia,Europe and Central Asia,1905
Smithistruma margaritae,Americas,1986
Smittina nitidissima,Europe and Central Asia,1974
Smittoidea prolifica,Europe and Central Asia,1995
Smynthurodes betae,Americas,1895
Smynthurodes betae,Asia and the Pacific,1922
Smyrnium olusatrum,Europe and Central Asia,1562
Smyrnium perfoliatum,Europe and Central Asia,1700
Soa flaviterminata,Americas,2002
Soa flaviterminata,Europe and Central Asia,1930
Sogatella kolophon,Americas,1964
Solandra grandiflora,Americas,1985
Solandra grandiflora,Asia and the Pacific,1888
Solandra guttata,Asia and the Pacific,1888
Solandra maxima,Asia and the Pacific,1958
Solanum abutiloides,Asia and the Pacific,1985
Solanum aculeatissimum,Asia and the Pacific,19
Solanum aethiopicum,Africa,1962
Solanum aethiopicum,Asia and the Pacific,2003
Solanum aethiopicum,Europe and Central Asia,1947
Solanum americanum,Africa,1941
Solanum americanum,Americas,1821
Solanum americanum,Asia and the Pacific,1838
Solanum americanum,Europe and Central Asia,1930
Solanum anguivi,Asia and the Pacific,1979
Solanum angustifolium,Americas,1891
Solanum angustifolium,Asia and the Pacific,1895
Solanum angustifolium,Europe and Central Asia,1809
Solanum asperolanatum,Asia and the Pacific,1906
Solanum asperolanatum,Europe and Central Asia,1970
Solanum atropurpureum,Asia and the Pacific,1906
Solanum aviculare,Americas,1902
Solanum aviculare,Asia and the Pacific,1845
Solanum betaceum,Africa,1976
Solanum betaceum,Americas,1986
Solanum betaceum,Asia and the Pacific,1906
Solanum bonariense,Europe and Central Asia,1793
Solanum bulbocastanum,Americas,1896
Solanum capsicoides,Americas,1837
Solanum capsicoides,Asia and the Pacific,1887
Solanum capsicoides,Europe and Central Asia,1927
Solanum carolinense,Americas,1932
Solanum carolinense,Asia and the Pacific,1872
Solanum carolinense,Europe and Central Asia,1908
Solanum chenopodioides,Asia and the Pacific,1921
Solanum chenopodioides,Europe and Central Asia,1908
Solanum chrysotrichum,Asia and the Pacific,1917
Solanum ciliatum,Europe and Central Asia,1907
Solanum cinereum,Asia and the Pacific,1954
Solanum citrullifolium,Asia and the Pacific,1872
Solanum cocosoides,Asia and the Pacific,1999
Solanum crispum,Asia and the Pacific,1964
Solanum decipiens,Europe and Central Asia,1819
Solanum dimidiatum,Asia and the Pacific,1963
Solanum diphyllum,Asia and the Pacific,1928
Solanum douglasii,Asia and the Pacific,1984
Solanum dulcamara,Americas,1813
Solanum dulcamara,Asia and the Pacific,1845
Solanum elaeagnifolium,Africa,1951
Solanum elaeagnifolium,Americas,1884
Solanum elaeagnifolium,Asia and the Pacific,1906
Solanum elaeagnifolium,Europe and Central Asia,1645
Solanum erianthum,Asia and the Pacific,1857
Solanum furcatum,Americas,1908
Solanum furcatum,Asia and the Pacific,1947
Solanum giganteum,Asia and the Pacific,1862
Solanum giganteum,Europe and Central Asia,1998
Solanum gracile,Europe and Central Asia,1990
Solanum hendersonii,Asia and the Pacific,1920
Solanum heterodoxum,Europe and Central Asia,1928
Solanum incanum,Asia and the Pacific,1987
Solanum interius,Americas,1913
Solanum laciniatum,Europe and Central Asia,1920
Solanum lanceolatum,Americas,1834
Solanum laxum,Asia and the Pacific,1843
Solanum laxum,Europe and Central Asia,1934
Solanum linnaeanum,Americas,1895
Solanum linnaeanum,Asia and the Pacific,1852
Solanum linnaeanum,Europe and Central Asia,1704
Solanum lycopersicum,Africa,1941
Solanum lycopersicum,Americas,1888
Solanum lycopersicum,Asia and the Pacific,1838
Solanum lycopersicum,Europe and Central Asia,1613
Solanum macrocarpon,Asia and the Pacific,2003
Solanum mammosum,Americas,1879
Solanum mammosum,Asia and the Pacific,1981
Solanum marginatum,Americas,1865
Solanum marginatum,Asia and the Pacific,1882
Solanum marginatum,Europe and Central Asia,1937
Solanum mauritianum,Africa,1825
Solanum mauritianum,Americas,1909
Solanum mauritianum,Asia and the Pacific,1870
Solanum mauritianum,Europe and Central Asia,1897
Solanum melongena,Americas,1986
Solanum melongena,Asia and the Pacific,1774
Solanum microcarpum,Europe and Central Asia,1994
Solanum muricatum,Americas,2006
Solanum muricatum,Asia and the Pacific,1989
Solanum nigrum,Africa,1931
Solanum nigrum,Americas,1849
Solanum nigrum,Asia and the Pacific,1840
Solanum nigrum,Europe and Central Asia,1838
Solanum nigrum schultesii,Europe and Central Asia,1932
Solanum nitidibaccatum,Europe and Central Asia,1942
Solanum opacum,Asia and the Pacific,1969
Solanum peruvianum,Americas,1968
Solanum physalifolium,Americas,1887
Solanum physalifolium,Asia and the Pacific,1887
Solanum physalifolium,Europe and Central Asia,1880
Solanum pimpinellifolium,Asia and the Pacific,2012
Solanum pimpinellifolium,Europe and Central Asia,2015
Solanum pseudocapsicum,Americas,1888
Solanum pseudocapsicum,Asia and the Pacific,1884
Solanum pseudocapsicum,Europe and Central Asia,1553
Solanum pseudolulo,Asia and the Pacific,1988
Solanum pygmaeum,Europe and Central Asia,1890
Solanum quadriloculatum,Asia and the Pacific,2007
Solanum quitoense,Americas,1835
Solanum radicans,Americas,1920
Solanum radicans,Asia and the Pacific,1911
Solanum rantonnei,Asia and the Pacific,1888
Solanum rixosum,Asia and the Pacific,1916
Solanum robustum,Americas,1977
Solanum robustum,Asia and the Pacific,1893
Solanum robustum,Europe and Central Asia,1948
Solanum sarrachoides,Americas,1885
Solanum sarrachoides,Asia and the Pacific,1992
Solanum sarrachoides,Europe and Central Asia,1880
Solanum scabrum,Europe and Central Asia,1982
Solanum seaforthianum,Africa,1902
Solanum seaforthianum,Americas,1879
Solanum seaforthianum,Asia and the Pacific,1906
Solanum seaforthianum,Europe and Central Asia,2009
Solanum simile,Asia and the Pacific,1888
Solanum sisymbriifolium,Africa,1906
Solanum sisymbriifolium,Americas,1882
Solanum sisymbriifolium,Asia and the Pacific,1921
Solanum sisymbriifolium,Europe and Central Asia,1904
Solanum sodomaeum,Europe and Central Asia,1834
Solanum torvum,Africa,1905
Solanum torvum,Americas,1954
Solanum torvum,Asia and the Pacific,1827
Solanum torvum,Europe and Central Asia,1977
Solanum triflorum,Americas,1884
Solanum triflorum,Asia and the Pacific,1916
Solanum triflorum,Europe and Central Asia,1867
Solanum tuberosum,Africa,1988
Solanum tuberosum,Americas,1811
Solanum tuberosum,Asia and the Pacific,1774
Solanum tuberosum,Europe and Central Asia,1791
Solanum umbelliferum,Americas,1902
Solanum verbascifolium,Asia and the Pacific,1857
Solanum vernei,Europe and Central Asia,1985
Solanum viarum,Africa,1985
Solanum viarum,Americas,1987
Solanum viarum,Asia and the Pacific,1975
Solanum viarum,Europe and Central Asia,1899
Solanum villosum,Asia and the Pacific,1969
Solanum villosum,Europe and Central Asia,1806
Solanum virginianum,Asia and the Pacific,1895
Solanum viride,Americas,1937
Solanum viride,Asia and the Pacific,1911
Solanum wendlandii,Americas,2007
Solanum wendlandii,Asia and the Pacific,1906
Soldanella montana,Americas,1996
Solea senegalensis,Africa,1971
Solea senegalensis,Asia and the Pacific,2001
Solea senegalensis,Europe and Central Asia,1918
Solea solea,Asia and the Pacific,2003
Soleirolia soleirolii,Americas,1926
Soleirolia soleirolii,Asia and the Pacific,1947
Soleirolia soleirolii,Europe and Central Asia,1911
Solenanthus apenninus,Europe and Central Asia,1707
Solenocera crassicornis,Africa,1971
Solenogyne dominii,Asia and the Pacific,1941
Solenogyne gunnii,Asia and the Pacific,1879
Solenopotes burmeisteri,Asia and the Pacific,1890
Solenopotes capillatus,Asia and the Pacific,1814
Solenopotes muntiacus,Europe and Central Asia,1983
Solenopsis fugax,Europe and Central Asia,1762
Solenopsis geminata,Africa,1910
Solenopsis geminata,Americas,1879
Solenopsis geminata,Asia and the Pacific,1860
Solenopsis geminata,Europe and Central Asia,2003
Solenopsis globularia,Africa,2007
Solenopsis globularia,Americas,1906
Solenopsis globularia,Asia and the Pacific,2014
Solenopsis invicta,Americas,1972
Solenopsis invicta,Asia and the Pacific,2003
Solenopsis laurentia,Asia and the Pacific,1979
Solenopsis papuana,Americas,1967
Solenopsis richteri,Americas,1918
Solenopsis saevissima,Africa,1911
Solenopsis saevissima,Americas,1919
Solenopsis saevissima,Asia and the Pacific,2006
Solenopsis terricola,Americas,2016
Solenopsis zeteki,Americas,2016
Solidago,Europe and Central Asia,1990
Solidago altissima,Americas,1951
Solidago altissima,Asia and the Pacific,1900
Solidago altissima,Europe and Central Asia,1863
Solidago canadensis,Americas,1926
Solidago canadensis,Asia and the Pacific,1935
Solidago canadensis,Europe and Central Asia,1648
Solidago gigantea,Asia and the Pacific,1892
Solidago gigantea,Europe and Central Asia,1737
Solidago gigantea Aiton [= S. serotina Aiton],Europe and Central Asia,1853
Solidago gigantea serotina,Europe and Central Asia,1935
Solidago mollis,Americas,1950
Solidago ptarmicoides,Europe and Central Asia,2005
Solidago rigida,Americas,1942
Solidago rugosa,Americas,1966
Solidago rugosa,Europe and Central Asia,1982
Solidago sempervirens,Americas,1905
Solidago sempervirens,Asia and the Pacific,1992
Solidago sempervirens,Europe and Central Asia,1838
Solieria chordalis,Europe and Central Asia,1978
Solieria dura,Africa,1944
Solieria dura,Europe and Central Asia,1957
Solieria filiformis,Europe and Central Asia,1922
Soliva anthemifolia,Americas,1899
Soliva anthemifolia,Asia and the Pacific,1802
Soliva anthemifolia,Europe and Central Asia,1887
Soliva sessilis,Americas,1866
Soliva sessilis,Asia and the Pacific,1879
Soliva sessilis,Europe and Central Asia,1875
Soliva stolonifera,Asia and the Pacific,1945
Soliva stolonifera,Europe and Central Asia,1949
Solmundella bitentaculata,Europe and Central Asia,2010
Sonchus arvensis,Americas,1672
Sonchus arvensis,Asia and the Pacific,1843
Sonchus arvensis,Europe and Central Asia,1658
Sonchus asper,Africa,1978
Sonchus asper,Americas,1821
Sonchus asper,Asia and the Pacific,1857
Sonchus asper,Europe and Central Asia,1838
Sonchus hydrophilus,Asia and the Pacific,1922
Sonchus oleraceus,Africa,1917
Sonchus oleraceus,Americas,1817
Sonchus oleraceus,Asia and the Pacific,1827
Sonchus oleraceus,Europe and Central Asia,1838
Sonchus palustris,Americas,1993
Sonchus palustris,Asia and the Pacific,1999
Sonchus tenerrimus,Americas,1864
Sonchus tenerrimus,Europe and Central Asia,1906
Sonneratia apetala,Asia and the Pacific,1985
Sophiothrips annulatus,Americas,2016
Sophiothrips greensladei,Asia and the Pacific,1969
Sophonia orientalis,Americas,1987
Sophonia orientalis,Asia and the Pacific,1999
Sophonia orientalis,Europe and Central Asia,2000
Sophora jaubertii,Europe and Central Asia,1912
Sophora microphylla,Asia and the Pacific,1888
Sophora tetraptera,Asia and the Pacific,1843
Sorbaria kirilowii,Europe and Central Asia,1973
Sorbaria pallasii,Asia and the Pacific,1888
Sorbaria sorbifolia,Americas,1903
Sorbaria sorbifolia,Asia and the Pacific,1862
Sorbaria sorbifolia,Europe and Central Asia,1798
Sorbaria tomentosa,Asia and the Pacific,1920
